user_id,product_id,event_type,quantity,event_at
322,11,view,1,2025-12-18 21:20:51.455646+00:00
299,115,view,1,2025-12-18 21:31:51.455646+00:00
203,189,view,1,2025-12-18 21:34:51.455646+00:00
24,18,view,1,2025-12-18 21:39:51.455646+00:00
121,133,view,1,2025-12-18 21:44:51.455646+00:00
19,129,view,1,2025-12-18 21:50:51.455646+00:00
183,287,view,1,2025-12-18 21:51:51.455646+00:00
460,203,cart,3,2025-12-18 21:55:51.455646+00:00
287,143,cart,1,2025-12-18 21:55:51.455646+00:00
478,88,cart,3,2025-12-18 21:57:51.455646+00:00
79,266,view,1,2025-12-18 22:12:51.455646+00:00
195,187,view,1,2025-12-18 22:16:51.455646+00:00
317,210,view,1,2025-12-18 22:18:51.455646+00:00
50,190,view,1,2025-12-18 22:24:51.455646+00:00
340,76,view,1,2025-12-18 22:29:51.455646+00:00
335,200,view,1,2025-12-18 22:42:51.455646+00:00
131,58,view,1,2025-12-18 22:47:51.455646+00:00
60,113,view,1,2025-12-18 22:51:51.455646+00:00
304,296,view,1,2025-12-18 22:59:51.455646+00:00
278,300,view,1,2025-12-18 23:14:51.455646+00:00
303,296,view,1,2025-12-18 23:17:51.455646+00:00
256,179,cart,3,2025-12-18 23:24:51.455646+00:00
306,153,view,1,2025-12-18 23:29:51.455646+00:00
196,147,view,1,2025-12-18 23:40:51.455646+00:00
144,158,view,1,2025-12-18 23:51:51.455646+00:00
357,235,cart,1,2025-12-18 23:58:51.455646+00:00
363,13,view,1,2025-12-19 00:06:51.455646+00:00
262,90,view,1,2025-12-19 00:13:51.455646+00:00
361,232,cart,2,2025-12-19 00:34:51.455646+00:00
427,194,view,1,2025-12-19 00:36:51.455646+00:00
296,275,view,1,2025-12-19 00:43:51.455646+00:00
365,97,cart,2,2025-12-19 00:48:51.455646+00:00
328,227,view,1,2025-12-19 00:49:51.455646+00:00
216,263,view,1,2025-12-19 00:56:51.455646+00:00
66,41,view,1,2025-12-19 00:56:51.455646+00:00
53,228,view,1,2025-12-19 01:08:51.455646+00:00
3,219,view,1,2025-12-19 01:14:51.455646+00:00
225,170,view,1,2025-12-19 01:29:51.455646+00:00
226,274,view,1,2025-12-19 01:40:51.455646+00:00
489,77,view,1,2025-12-19 01:59:51.455646+00:00
56,152,view,1,2025-12-19 02:06:51.455646+00:00
316,65,view,1,2025-12-19 02:13:51.455646+00:00
387,274,cart,2,2025-12-19 02:19:51.455646+00:00
264,233,purchase,3,2025-12-19 03:09:51.455646+00:00
298,118,view,1,2025-12-19 03:24:51.455646+00:00
295,149,cart,1,2025-12-19 03:45:51.455646+00:00
206,251,view,1,2025-12-19 03:50:51.455646+00:00
7,177,view,1,2025-12-19 04:02:51.455646+00:00
50,265,view,1,2025-12-19 04:02:51.455646+00:00
202,108,cart,1,2025-12-19 04:04:51.455646+00:00
478,78,view,1,2025-12-19 04:05:51.455646+00:00
306,77,view,1,2025-12-19 04:15:51.455646+00:00
372,267,cart,1,2025-12-19 04:27:51.455646+00:00
122,160,view,1,2025-12-19 04:52:51.455646+00:00
385,145,cart,1,2025-12-19 04:54:51.455646+00:00
183,134,purchase,2,2025-12-19 05:20:51.455646+00:00
274,140,cart,2,2025-12-19 05:33:51.455646+00:00
46,67,view,1,2025-12-19 05:38:51.455646+00:00
185,81,view,1,2025-12-19 05:40:51.455646+00:00
196,15,cart,1,2025-12-19 05:41:51.455646+00:00
172,160,view,1,2025-12-19 06:01:51.455646+00:00
432,134,view,1,2025-12-19 06:08:51.455646+00:00
44,293,cart,3,2025-12-19 06:08:51.455646+00:00
339,23,view,1,2025-12-19 06:17:51.455646+00:00
444,227,cart,3,2025-12-19 06:22:51.455646+00:00
148,194,view,1,2025-12-19 06:34:51.455646+00:00
138,298,view,1,2025-12-19 06:37:51.455646+00:00
479,127,view,1,2025-12-19 06:55:51.455646+00:00
449,126,view,1,2025-12-19 07:07:51.455646+00:00
496,42,view,1,2025-12-19 07:25:51.455646+00:00
271,225,view,1,2025-12-19 07:36:51.455646+00:00
363,129,view,1,2025-12-19 07:51:51.455646+00:00
329,36,cart,3,2025-12-19 07:54:51.455646+00:00
34,44,cart,1,2025-12-19 07:54:51.455646+00:00
385,187,view,1,2025-12-19 08:12:51.455646+00:00
16,208,view,1,2025-12-19 08:17:51.455646+00:00
56,84,cart,3,2025-12-19 08:29:51.455646+00:00
254,227,view,1,2025-12-19 08:30:51.455646+00:00
459,70,view,1,2025-12-19 08:32:51.455646+00:00
118,258,cart,2,2025-12-19 08:45:51.455646+00:00
338,143,view,1,2025-12-19 08:59:51.455646+00:00
103,77,cart,3,2025-12-19 09:03:51.455646+00:00
18,177,view,1,2025-12-19 09:12:51.455646+00:00
354,43,cart,2,2025-12-19 09:15:51.455646+00:00
431,276,view,1,2025-12-19 09:18:51.455646+00:00
49,68,view,1,2025-12-19 09:19:51.455646+00:00
107,208,view,1,2025-12-19 09:26:51.455646+00:00
401,143,view,1,2025-12-19 09:27:51.455646+00:00
221,174,view,1,2025-12-19 09:34:51.455646+00:00
326,208,view,1,2025-12-19 09:38:51.455646+00:00
326,191,view,1,2025-12-19 09:39:51.455646+00:00
310,108,view,1,2025-12-19 09:39:51.455646+00:00
291,124,cart,3,2025-12-19 09:40:51.455646+00:00
241,53,view,1,2025-12-19 09:43:51.455646+00:00
462,120,view,1,2025-12-19 10:15:51.455646+00:00
225,297,cart,1,2025-12-19 10:15:51.455646+00:00
255,59,view,1,2025-12-19 10:25:51.455646+00:00
46,185,view,1,2025-12-19 10:26:51.455646+00:00
44,138,view,1,2025-12-19 10:29:51.455646+00:00
367,95,cart,1,2025-12-19 10:40:51.455646+00:00
316,21,view,1,2025-12-19 10:43:51.455646+00:00
50,193,view,1,2025-12-19 10:52:51.455646+00:00
382,274,view,1,2025-12-19 11:07:51.455646+00:00
466,297,cart,2,2025-12-19 11:27:51.455646+00:00
44,44,view,1,2025-12-19 11:54:51.455646+00:00
126,228,view,1,2025-12-19 11:56:51.455646+00:00
452,47,view,1,2025-12-19 12:02:51.455646+00:00
205,275,view,1,2025-12-19 12:03:51.455646+00:00
177,21,view,1,2025-12-19 12:19:51.455646+00:00
103,62,cart,2,2025-12-19 12:32:51.455646+00:00
332,233,cart,3,2025-12-19 13:00:51.455646+00:00
209,156,view,1,2025-12-19 13:08:51.455646+00:00
186,156,view,1,2025-12-19 13:16:51.455646+00:00
394,184,purchase,1,2025-12-19 13:20:51.455646+00:00
169,212,view,1,2025-12-19 13:21:51.455646+00:00
368,220,purchase,1,2025-12-19 13:22:51.455646+00:00
304,56,view,1,2025-12-19 13:41:51.455646+00:00
59,30,view,1,2025-12-19 14:13:51.455646+00:00
51,58,view,1,2025-12-19 14:24:51.455646+00:00
118,41,cart,2,2025-12-19 14:26:51.455646+00:00
329,46,view,1,2025-12-19 14:33:51.455646+00:00
363,152,view,1,2025-12-19 14:33:51.455646+00:00
268,181,cart,1,2025-12-19 14:47:51.455646+00:00
284,140,view,1,2025-12-19 14:49:51.455646+00:00
336,270,view,1,2025-12-19 14:52:51.455646+00:00
257,295,view,1,2025-12-19 14:52:51.455646+00:00
456,187,view,1,2025-12-19 15:20:51.455646+00:00
128,198,view,1,2025-12-19 15:39:51.455646+00:00
60,29,view,1,2025-12-19 15:50:51.455646+00:00
367,22,view,1,2025-12-19 16:01:51.455646+00:00
284,225,cart,3,2025-12-19 16:03:51.455646+00:00
368,29,view,1,2025-12-19 16:04:51.455646+00:00
241,43,view,1,2025-12-19 16:15:51.455646+00:00
34,243,view,1,2025-12-19 16:21:51.455646+00:00
432,79,view,1,2025-12-19 16:46:51.455646+00:00
345,122,purchase,1,2025-12-19 16:51:51.455646+00:00
68,46,view,1,2025-12-19 17:16:51.455646+00:00
218,201,view,1,2025-12-19 17:35:51.455646+00:00
197,10,view,1,2025-12-19 18:00:51.455646+00:00
169,33,view,1,2025-12-19 18:01:51.455646+00:00
238,126,view,1,2025-12-19 18:05:51.455646+00:00
424,48,view,1,2025-12-19 18:20:51.455646+00:00
360,63,view,1,2025-12-19 18:44:51.455646+00:00
2,236,view,1,2025-12-19 18:48:51.455646+00:00
5,235,view,1,2025-12-19 18:53:51.455646+00:00
397,10,view,1,2025-12-19 19:19:51.455646+00:00
389,58,view,1,2025-12-19 19:24:51.455646+00:00
271,192,view,1,2025-12-19 19:25:51.455646+00:00
44,244,view,1,2025-12-19 19:25:51.455646+00:00
413,276,view,1,2025-12-19 19:34:51.455646+00:00
278,296,view,1,2025-12-19 20:20:51.455646+00:00
170,107,view,1,2025-12-19 20:44:51.455646+00:00
229,292,view,1,2025-12-19 20:46:51.455646+00:00
337,64,view,1,2025-12-19 20:49:51.455646+00:00
320,179,view,1,2025-12-19 21:08:51.455646+00:00
29,267,view,1,2025-12-19 21:15:51.455646+00:00
434,16,view,1,2025-12-19 21:33:51.455646+00:00
145,297,view,1,2025-12-19 21:55:51.455646+00:00
287,203,view,1,2025-12-19 22:01:51.455646+00:00
344,61,view,1,2025-12-19 22:02:51.455646+00:00
217,288,cart,3,2025-12-19 22:41:51.455646+00:00
188,107,cart,1,2025-12-19 22:43:51.455646+00:00
184,145,view,1,2025-12-19 23:17:51.455646+00:00
111,57,view,1,2025-12-19 23:19:51.455646+00:00
143,139,view,1,2025-12-19 23:47:51.455646+00:00
188,264,view,1,2025-12-19 23:56:51.455646+00:00
463,258,view,1,2025-12-19 23:58:51.455646+00:00
188,130,cart,1,2025-12-20 00:09:51.455646+00:00
410,113,view,1,2025-12-20 00:10:51.455646+00:00
364,76,cart,3,2025-12-20 00:16:51.455646+00:00
414,129,view,1,2025-12-20 00:39:51.455646+00:00
339,136,cart,1,2025-12-20 00:44:51.455646+00:00
431,190,view,1,2025-12-20 00:48:51.455646+00:00
114,170,view,1,2025-12-20 01:06:51.455646+00:00
115,293,view,1,2025-12-20 01:09:51.455646+00:00
50,118,view,1,2025-12-20 01:37:51.455646+00:00
224,20,view,1,2025-12-20 01:40:51.455646+00:00
99,266,view,1,2025-12-20 01:40:51.455646+00:00
414,113,view,1,2025-12-20 01:56:51.455646+00:00
82,179,cart,1,2025-12-20 02:07:51.455646+00:00
207,136,cart,3,2025-12-20 02:42:51.455646+00:00
291,44,view,1,2025-12-20 02:54:51.455646+00:00
261,68,view,1,2025-12-20 02:57:51.455646+00:00
172,116,view,1,2025-12-20 02:58:51.455646+00:00
387,116,view,1,2025-12-20 03:02:51.455646+00:00
127,115,view,1,2025-12-20 03:54:51.455646+00:00
3,64,view,1,2025-12-20 04:09:51.455646+00:00
402,129,view,1,2025-12-20 04:20:51.455646+00:00
5,167,cart,2,2025-12-20 04:23:51.455646+00:00
342,191,view,1,2025-12-20 04:25:51.455646+00:00
102,1,cart,1,2025-12-20 04:32:51.455646+00:00
471,46,purchase,1,2025-12-20 04:39:51.455646+00:00
270,261,view,1,2025-12-20 05:04:51.455646+00:00
356,7,view,1,2025-12-20 05:33:51.455646+00:00
174,260,view,1,2025-12-20 05:40:51.455646+00:00
131,151,view,1,2025-12-20 05:52:51.455646+00:00
421,117,view,1,2025-12-20 05:53:51.455646+00:00
318,119,view,1,2025-12-20 06:26:51.455646+00:00
390,245,view,1,2025-12-20 06:27:51.455646+00:00
466,290,view,1,2025-12-20 06:38:51.455646+00:00
41,268,view,1,2025-12-20 06:45:51.455646+00:00
131,156,view,1,2025-12-20 06:50:51.455646+00:00
311,166,view,1,2025-12-20 06:58:51.455646+00:00
14,132,cart,1,2025-12-20 07:16:51.455646+00:00
112,137,view,1,2025-12-20 07:36:51.455646+00:00
299,209,cart,3,2025-12-20 07:36:51.455646+00:00
57,248,view,1,2025-12-20 07:54:51.455646+00:00
485,70,view,1,2025-12-20 07:58:51.455646+00:00
393,214,view,1,2025-12-20 07:59:51.455646+00:00
59,258,view,1,2025-12-20 08:21:51.455646+00:00
122,75,cart,1,2025-12-20 08:29:51.455646+00:00
333,249,view,1,2025-12-20 08:44:51.455646+00:00
226,99,view,1,2025-12-20 10:07:51.455646+00:00
393,128,view,1,2025-12-20 10:18:51.455646+00:00
466,20,view,1,2025-12-20 10:22:51.455646+00:00
382,276,view,1,2025-12-20 10:28:51.455646+00:00
367,41,view,1,2025-12-20 10:39:51.455646+00:00
223,36,view,1,2025-12-20 10:52:51.455646+00:00
462,151,view,1,2025-12-20 10:54:51.455646+00:00
131,9,cart,1,2025-12-20 10:57:51.455646+00:00
41,147,purchase,2,2025-12-20 11:09:51.455646+00:00
114,21,cart,1,2025-12-20 11:54:51.455646+00:00
141,194,view,1,2025-12-20 11:55:51.455646+00:00
354,61,view,1,2025-12-20 12:05:51.455646+00:00
296,9,purchase,1,2025-12-20 12:13:51.455646+00:00
75,67,view,1,2025-12-20 12:18:51.455646+00:00
136,278,cart,3,2025-12-20 12:31:51.455646+00:00
399,272,cart,3,2025-12-20 12:47:51.455646+00:00
86,19,cart,3,2025-12-20 12:56:51.455646+00:00
427,210,view,1,2025-12-20 13:01:51.455646+00:00
33,197,cart,2,2025-12-20 13:12:51.455646+00:00
389,292,purchase,1,2025-12-20 13:19:51.455646+00:00
287,186,view,1,2025-12-20 13:47:51.455646+00:00
310,144,view,1,2025-12-20 14:01:51.455646+00:00
204,169,view,1,2025-12-20 14:05:51.455646+00:00
414,263,view,1,2025-12-20 14:06:51.455646+00:00
359,85,cart,3,2025-12-20 14:29:51.455646+00:00
110,151,view,1,2025-12-20 15:00:51.455646+00:00
294,291,view,1,2025-12-20 15:04:51.455646+00:00
93,126,cart,2,2025-12-20 15:22:51.455646+00:00
401,297,view,1,2025-12-20 15:40:51.455646+00:00
152,268,cart,1,2025-12-20 15:54:51.455646+00:00
414,99,view,1,2025-12-20 15:55:51.455646+00:00
329,153,cart,1,2025-12-20 16:27:51.455646+00:00
322,37,view,1,2025-12-20 16:36:51.455646+00:00
475,102,view,1,2025-12-20 16:37:51.455646+00:00
8,186,view,1,2025-12-20 16:54:51.455646+00:00
148,92,view,1,2025-12-20 16:56:51.455646+00:00
142,191,view,1,2025-12-20 17:04:51.455646+00:00
226,281,view,1,2025-12-20 17:21:51.455646+00:00
411,17,view,1,2025-12-20 17:32:51.455646+00:00
338,247,cart,1,2025-12-20 17:40:51.455646+00:00
107,31,view,1,2025-12-20 17:49:51.455646+00:00
434,194,view,1,2025-12-20 17:52:51.455646+00:00
306,76,view,1,2025-12-20 18:00:51.455646+00:00
436,224,view,1,2025-12-20 18:25:51.455646+00:00
15,285,view,1,2025-12-20 18:29:51.455646+00:00
24,298,view,1,2025-12-20 18:37:51.455646+00:00
347,200,cart,1,2025-12-20 18:37:51.455646+00:00
421,9,purchase,2,2025-12-20 18:41:51.455646+00:00
360,179,view,1,2025-12-20 18:58:51.455646+00:00
218,257,view,1,2025-12-20 18:58:51.455646+00:00
180,65,view,1,2025-12-20 19:30:51.455646+00:00
363,211,view,1,2025-12-20 19:34:51.455646+00:00
139,242,view,1,2025-12-20 19:35:51.455646+00:00
255,214,view,1,2025-12-20 20:28:51.455646+00:00
223,38,cart,1,2025-12-20 20:30:51.455646+00:00
498,154,view,1,2025-12-20 20:37:51.455646+00:00
460,254,view,1,2025-12-20 20:41:51.455646+00:00
98,270,view,1,2025-12-20 20:55:51.455646+00:00
96,55,cart,3,2025-12-20 21:07:51.455646+00:00
414,1,view,1,2025-12-20 21:20:51.455646+00:00
9,228,purchase,3,2025-12-20 21:21:51.455646+00:00
275,193,cart,3,2025-12-20 21:26:51.455646+00:00
274,55,view,1,2025-12-20 21:32:51.455646+00:00
176,95,cart,3,2025-12-20 21:53:51.455646+00:00
367,5,view,1,2025-12-20 22:10:51.455646+00:00
385,169,purchase,3,2025-12-20 22:20:51.455646+00:00
244,141,view,1,2025-12-20 22:50:51.455646+00:00
108,163,view,1,2025-12-20 23:04:51.455646+00:00
238,296,cart,1,2025-12-20 23:11:51.455646+00:00
461,73,view,1,2025-12-20 23:13:51.455646+00:00
485,50,view,1,2025-12-20 23:23:51.455646+00:00
49,178,view,1,2025-12-20 23:30:51.455646+00:00
415,159,view,1,2025-12-20 23:33:51.455646+00:00
327,115,view,1,2025-12-20 23:39:51.455646+00:00
161,271,view,1,2025-12-20 23:41:51.455646+00:00
11,60,cart,1,2025-12-20 23:55:51.455646+00:00
397,228,view,1,2025-12-21 00:16:51.455646+00:00
451,179,cart,1,2025-12-21 00:32:51.455646+00:00
436,257,view,1,2025-12-21 00:38:51.455646+00:00
284,267,view,1,2025-12-21 00:39:51.455646+00:00
228,79,purchase,2,2025-12-21 00:41:51.455646+00:00
363,249,view,1,2025-12-21 00:47:51.455646+00:00
410,286,view,1,2025-12-21 01:08:51.455646+00:00
16,199,view,1,2025-12-21 01:20:51.455646+00:00
489,180,view,1,2025-12-21 01:20:51.455646+00:00
353,171,cart,2,2025-12-21 01:24:51.455646+00:00
320,21,view,1,2025-12-21 01:31:51.455646+00:00
284,132,view,1,2025-12-21 01:31:51.455646+00:00
236,257,cart,1,2025-12-21 01:33:51.455646+00:00
26,154,view,1,2025-12-21 01:40:51.455646+00:00
463,23,view,1,2025-12-21 01:42:51.455646+00:00
428,157,view,1,2025-12-21 01:49:51.455646+00:00
447,285,view,1,2025-12-21 01:50:51.455646+00:00
110,116,view,1,2025-12-21 01:54:51.455646+00:00
224,195,view,1,2025-12-21 02:15:51.455646+00:00
324,110,view,1,2025-12-21 02:18:51.455646+00:00
52,55,view,1,2025-12-21 02:23:51.455646+00:00
24,140,view,1,2025-12-21 02:42:51.455646+00:00
19,145,view,1,2025-12-21 03:01:51.455646+00:00
95,130,view,1,2025-12-21 03:02:51.455646+00:00
103,200,view,1,2025-12-21 03:14:51.455646+00:00
434,294,purchase,1,2025-12-21 03:38:51.455646+00:00
143,172,view,1,2025-12-21 03:42:51.455646+00:00
291,268,view,1,2025-12-21 03:50:51.455646+00:00
59,235,view,1,2025-12-21 03:58:51.455646+00:00
362,12,view,1,2025-12-21 04:08:51.455646+00:00
41,54,view,1,2025-12-21 04:28:51.455646+00:00
364,83,view,1,2025-12-21 04:48:51.455646+00:00
98,114,view,1,2025-12-21 05:17:51.455646+00:00
288,212,view,1,2025-12-21 05:36:51.455646+00:00
81,96,view,1,2025-12-21 05:37:51.455646+00:00
402,273,view,1,2025-12-21 05:40:51.455646+00:00
149,193,view,1,2025-12-21 05:54:51.455646+00:00
96,178,view,1,2025-12-21 06:04:51.455646+00:00
244,290,view,1,2025-12-21 06:06:51.455646+00:00
446,110,view,1,2025-12-21 06:18:51.455646+00:00
385,251,view,1,2025-12-21 06:51:51.455646+00:00
296,271,view,1,2025-12-21 07:12:51.455646+00:00
401,166,view,1,2025-12-21 07:16:51.455646+00:00
446,175,view,1,2025-12-21 07:26:51.455646+00:00
395,195,view,1,2025-12-21 07:36:51.455646+00:00
409,183,view,1,2025-12-21 07:40:51.455646+00:00
410,131,view,1,2025-12-21 07:43:51.455646+00:00
139,24,view,1,2025-12-21 07:53:51.455646+00:00
346,11,cart,2,2025-12-21 08:04:51.455646+00:00
147,144,cart,3,2025-12-21 08:51:51.455646+00:00
62,150,cart,1,2025-12-21 09:00:51.455646+00:00
194,57,cart,1,2025-12-21 09:23:51.455646+00:00
219,266,view,1,2025-12-21 09:28:51.455646+00:00
401,210,view,1,2025-12-21 10:08:51.455646+00:00
13,10,cart,3,2025-12-21 10:09:51.455646+00:00
63,62,view,1,2025-12-21 10:11:51.455646+00:00
168,281,cart,3,2025-12-21 10:13:51.455646+00:00
171,108,view,1,2025-12-21 10:32:51.455646+00:00
378,226,view,1,2025-12-21 10:36:51.455646+00:00
340,108,cart,2,2025-12-21 10:37:51.455646+00:00
52,237,view,1,2025-12-21 10:39:51.455646+00:00
193,197,view,1,2025-12-21 10:39:51.455646+00:00
183,60,view,1,2025-12-21 10:42:51.455646+00:00
380,253,cart,1,2025-12-21 10:52:51.455646+00:00
280,10,view,1,2025-12-21 10:54:51.455646+00:00
125,134,view,1,2025-12-21 11:08:51.455646+00:00
368,213,view,1,2025-12-21 11:19:51.455646+00:00
421,12,view,1,2025-12-21 11:22:51.455646+00:00
163,226,view,1,2025-12-21 11:30:51.455646+00:00
372,60,view,1,2025-12-21 12:04:51.455646+00:00
110,64,view,1,2025-12-21 12:25:51.455646+00:00
209,280,view,1,2025-12-21 12:48:51.455646+00:00
224,87,view,1,2025-12-21 12:56:51.455646+00:00
278,53,view,1,2025-12-21 13:05:51.455646+00:00
109,194,view,1,2025-12-21 13:14:51.455646+00:00
427,62,view,1,2025-12-21 13:25:51.455646+00:00
462,9,view,1,2025-12-21 13:31:51.455646+00:00
249,200,view,1,2025-12-21 13:55:51.455646+00:00
196,55,view,1,2025-12-21 14:09:51.455646+00:00
109,95,cart,1,2025-12-21 14:17:51.455646+00:00
271,266,view,1,2025-12-21 14:24:51.455646+00:00
240,46,cart,3,2025-12-21 14:39:51.455646+00:00
11,64,purchase,2,2025-12-21 14:46:51.455646+00:00
240,145,view,1,2025-12-21 14:53:51.455646+00:00
378,49,view,1,2025-12-21 14:55:51.455646+00:00
462,286,view,1,2025-12-21 14:56:51.455646+00:00
96,133,purchase,3,2025-12-21 14:57:51.455646+00:00
196,35,view,1,2025-12-21 15:04:51.455646+00:00
146,73,view,1,2025-12-21 15:23:51.455646+00:00
356,262,view,1,2025-12-21 15:40:51.455646+00:00
111,296,purchase,2,2025-12-21 16:02:51.455646+00:00
206,136,view,1,2025-12-21 16:11:51.455646+00:00
397,216,purchase,3,2025-12-21 16:12:51.455646+00:00
387,215,view,1,2025-12-21 16:46:51.455646+00:00
224,141,cart,1,2025-12-21 16:54:51.455646+00:00
148,86,view,1,2025-12-21 16:56:51.455646+00:00
43,41,view,1,2025-12-21 17:21:51.455646+00:00
352,85,view,1,2025-12-21 17:24:51.455646+00:00
423,7,cart,2,2025-12-21 17:28:51.455646+00:00
344,58,view,1,2025-12-21 17:40:51.455646+00:00
257,77,view,1,2025-12-21 18:01:51.455646+00:00
294,226,cart,3,2025-12-21 18:01:51.455646+00:00
490,210,purchase,3,2025-12-21 18:04:51.455646+00:00
246,58,view,1,2025-12-21 18:14:51.455646+00:00
425,16,view,1,2025-12-21 18:34:51.455646+00:00
169,269,view,1,2025-12-21 18:39:51.455646+00:00
428,257,view,1,2025-12-21 18:55:51.455646+00:00
95,202,cart,1,2025-12-21 19:07:51.455646+00:00
282,44,view,1,2025-12-21 19:12:51.455646+00:00
245,49,cart,3,2025-12-21 19:15:51.455646+00:00
452,190,view,1,2025-12-21 19:35:51.455646+00:00
125,240,view,1,2025-12-21 19:41:51.455646+00:00
393,43,cart,2,2025-12-21 20:01:51.455646+00:00
119,262,view,1,2025-12-21 20:13:51.455646+00:00
419,203,view,1,2025-12-21 20:15:51.455646+00:00
372,146,cart,1,2025-12-21 20:22:51.455646+00:00
127,147,view,1,2025-12-21 20:45:51.455646+00:00
122,201,view,1,2025-12-21 20:54:51.455646+00:00
87,104,view,1,2025-12-21 20:59:51.455646+00:00
423,211,view,1,2025-12-21 21:04:51.455646+00:00
378,91,view,1,2025-12-21 21:06:51.455646+00:00
312,173,view,1,2025-12-21 21:12:51.455646+00:00
462,177,cart,2,2025-12-21 21:26:51.455646+00:00
72,298,view,1,2025-12-21 21:31:51.455646+00:00
311,292,view,1,2025-12-21 21:45:51.455646+00:00
423,79,view,1,2025-12-21 21:54:51.455646+00:00
120,142,view,1,2025-12-21 22:00:51.455646+00:00
86,152,view,1,2025-12-21 22:04:51.455646+00:00
60,240,view,1,2025-12-21 22:14:51.455646+00:00
81,205,view,1,2025-12-21 22:47:51.455646+00:00
269,46,view,1,2025-12-21 22:47:51.455646+00:00
401,48,purchase,3,2025-12-21 22:52:51.455646+00:00
400,16,view,1,2025-12-21 22:58:51.455646+00:00
326,7,cart,3,2025-12-21 23:03:51.455646+00:00
385,26,view,1,2025-12-21 23:19:51.455646+00:00
75,261,view,1,2025-12-21 23:36:51.455646+00:00
360,239,view,1,2025-12-22 00:02:51.455646+00:00
395,37,view,1,2025-12-22 00:13:51.455646+00:00
92,138,view,1,2025-12-22 00:14:51.455646+00:00
28,119,view,1,2025-12-22 00:27:51.455646+00:00
345,199,view,1,2025-12-22 00:36:51.455646+00:00
366,227,view,1,2025-12-22 00:54:51.455646+00:00
462,72,view,1,2025-12-22 01:01:51.455646+00:00
452,202,cart,2,2025-12-22 01:01:51.455646+00:00
161,157,view,1,2025-12-22 01:11:51.455646+00:00
447,112,view,1,2025-12-22 01:15:51.455646+00:00
389,253,view,1,2025-12-22 01:21:51.455646+00:00
56,176,cart,3,2025-12-22 01:25:51.455646+00:00
305,176,view,1,2025-12-22 01:29:51.455646+00:00
67,140,view,1,2025-12-22 02:31:51.455646+00:00
291,202,cart,1,2025-12-22 02:37:51.455646+00:00
238,17,view,1,2025-12-22 02:40:51.455646+00:00
486,176,view,1,2025-12-22 02:57:51.455646+00:00
328,79,view,1,2025-12-22 03:07:51.455646+00:00
428,111,view,1,2025-12-22 03:31:51.455646+00:00
479,57,cart,2,2025-12-22 03:33:51.455646+00:00
342,59,view,1,2025-12-22 03:51:51.455646+00:00
280,267,view,1,2025-12-22 03:59:51.455646+00:00
417,288,view,1,2025-12-22 04:18:51.455646+00:00
342,55,view,1,2025-12-22 04:29:51.455646+00:00
401,38,view,1,2025-12-22 04:39:51.455646+00:00
195,97,view,1,2025-12-22 04:52:51.455646+00:00
363,246,view,1,2025-12-22 04:52:51.455646+00:00
79,31,cart,3,2025-12-22 04:55:51.455646+00:00
329,287,view,1,2025-12-22 05:15:51.455646+00:00
482,169,view,1,2025-12-22 05:21:51.455646+00:00
189,274,view,1,2025-12-22 05:51:51.455646+00:00
178,214,view,1,2025-12-22 06:08:51.455646+00:00
374,286,view,1,2025-12-22 06:53:51.455646+00:00
308,18,cart,2,2025-12-22 07:11:51.455646+00:00
261,43,view,1,2025-12-22 07:13:51.455646+00:00
114,82,view,1,2025-12-22 07:37:51.455646+00:00
351,195,purchase,1,2025-12-22 07:38:51.455646+00:00
122,40,view,1,2025-12-22 08:13:51.455646+00:00
326,233,view,1,2025-12-22 08:19:51.455646+00:00
81,182,cart,1,2025-12-22 08:20:51.455646+00:00
270,167,view,1,2025-12-22 08:24:51.455646+00:00
149,269,view,1,2025-12-22 08:25:51.455646+00:00
108,19,view,1,2025-12-22 08:42:51.455646+00:00
329,69,view,1,2025-12-22 09:01:51.455646+00:00
403,115,view,1,2025-12-22 09:12:51.455646+00:00
420,196,purchase,3,2025-12-22 09:22:51.455646+00:00
110,271,view,1,2025-12-22 09:23:51.455646+00:00
40,208,view,1,2025-12-22 09:29:51.455646+00:00
78,296,view,1,2025-12-22 09:57:51.455646+00:00
177,107,view,1,2025-12-22 10:08:51.455646+00:00
406,183,view,1,2025-12-22 10:12:51.455646+00:00
98,59,view,1,2025-12-22 10:30:51.455646+00:00
172,281,purchase,2,2025-12-22 11:15:51.455646+00:00
50,274,view,1,2025-12-22 11:33:51.455646+00:00
411,263,view,1,2025-12-22 11:36:51.455646+00:00
378,95,view,1,2025-12-22 11:47:51.455646+00:00
318,209,view,1,2025-12-22 11:55:51.455646+00:00
29,11,view,1,2025-12-22 12:07:51.455646+00:00
44,147,view,1,2025-12-22 12:14:51.455646+00:00
171,240,view,1,2025-12-22 12:18:51.455646+00:00
155,220,cart,1,2025-12-22 12:25:51.455646+00:00
206,128,cart,1,2025-12-22 12:26:51.455646+00:00
353,73,view,1,2025-12-22 12:31:51.455646+00:00
295,182,view,1,2025-12-22 12:34:51.455646+00:00
154,195,view,1,2025-12-22 13:01:51.455646+00:00
29,182,view,1,2025-12-22 13:19:51.455646+00:00
453,261,view,1,2025-12-22 13:29:51.455646+00:00
374,231,cart,2,2025-12-22 13:41:51.455646+00:00
385,187,view,1,2025-12-22 13:53:51.455646+00:00
286,293,purchase,2,2025-12-22 13:56:51.455646+00:00
